PC1,PC2
-0.6157200190433818,-1.7634808784656535
-1.6657927134346564,-1.8207469510592593
0.3378619085157531,-1.6747989372314511
-1.4565732549230148,-1.7724299195461648
-0.038465207779556004,-1.6627401215058215
-1.4816852601022745,-1.7350017348931799
1.0946166530075163,-1.5661023017675864
-1.9263073593487228,-1.7211104867389235
2.645177858255774,-1.4608472054985753
-0.9701305133429793,-1.6355810828111508
2.495688608705927,-1.470489137131
-1.4568825612655683,-1.6643604984081894
2.0101872917398222,-1.453298972370078
-1.413210723238557,-1.6177674604363865
1.0004296462275988,-1.4957917642959666
-1.5694316990324912,-1.6250266916764595
0.2940603180587673,-1.4942558471798575
-1.3162492440994518,-1.5721638283290151
1.3166990992703929,-1.3724340437637672
-1.4367989870151134,-1.5103946865623714
0.288561174822997,-1.3798813514290227
-1.2601851306281706,-1.4572390646144557
1.6668430333425373,-1.2739675483089512
-0.9578498423805168,-1.4061354440455207
1.8201597843473094,-1.1554863586244732
-1.3114803180305956,-1.3092855687810256
0.8704235061912671,-1.2013512568071447
-0.43158091217656264,-1.2655106123902344
0.6425326103500668,-1.1725755979221533
-1.7545605279261731,-1.2914719464062614
2.3948196771645267,-1.0515930643582114
-1.473962307761652,-1.237142598880779
2.0344574752703606,-0.952360488701365
-2.152445158392036,-1.1571206968386638
1.5575209322936001,-0.9756778562497398
-1.6987875728492785,-1.1344999765542494
1.1185775301955014,-0.9570943969608973
-1.0250419947533131,-1.065175088235014
0.5621681638834821,-0.8688970474643959
-1.5923198951068984,-0.9753648752602386
1.7837401863539555,-0.7812397613318429
-1.8574420611254092,-0.953517748601949
0.8926810880639697,-0.7813546481069076
-0.6545233280363276,-0.854789987071833
1.162701932581311,-0.767459643240604
-1.1190494476206514,-0.8757978438779739
0.47133794625152475,-0.766766752688691
-0.47531455320277666,-0.8047869024303471
-0.23684628171439637,-0.7931282186561597
-0.1354568363834261,-0.788801955772163
0.49922442378997217,-0.6882807677626847
-0.5312172607096458,-0.7346227442589631
-0.46994516239698075,-0.6920252701577858
0.7850124808477104,-0.6402564948500615
0.7399964553305747,-0.6377274151574742
0.6975753482600474,-0.6383508727713166
0.6517793040933928,-0.6047718726887217
1.673947372998053,-0.5599695700205992
-0.5959759006002453,-0.5819038476408296
0.8591657148597777,-0.5183300092586823
1.4468183478582042,-0.4962216165250924
-1.1111967428500544,-0.6050748358889688
1.4025641930424202,-0.4587202422219898
0.5516224417707396,-0.4971063402142351
1.225368019866705,-0.427781451895
-1.2752206219319813,-0.5368542402092299
0.23888933178848484,-0.4695775965569284
1.5610889288885765,-0.41256634215089394
-1.2245258992664962,-0.5346911087672315
-0.23650532183740533,-0.4889725898847955
1.4687349698539156,-0.38038063659621935
0.6591612965570247,-0.4110683654476849
1.1244492868427003,-0.3550882140310287
0.932538930222326,-0.36535360327729577
1.1212539036591522,-0.20181904944917073
-0.7435823009222309,-0.28346777628138253
0.24703319495346823,-0.2409017947053762
0.13063840778345281,-0.24438503102517703
-0.8408349384557221,-0.2870242022513012
0.7513855031617109,-0.2161179429789632
0.9102013974022537,-0.21201124904531998
-0.16266139416789155,-0.25897668315544076
1.691306276371925,-0.17571509284495518
0.5444698047022917,-0.22554030566103447
-1.0793032099441024,-0.2986828860254886
0.5910277195702978,-0.22414701113311414
0.6114024522151389,-0.11222840542474873
-0.9792761000514237,-0.17921229047657897
-0.5098513019682692,-0.12246230214584485
0.6850849739202409,-0.06732142058133748
1.349015047070378,-0.003458580310766027
-0.8019003729631293,-0.09108437391814814
0.497782137404311,0.00020252783444139137
0.3389662431637682,-0.003904166099201831
-0.12142306862307668,-0.024142185991264737
-0.8011385022617776,-0.05611207930763288
0.5019189452017899,0.0009723647485193728
-0.5942228038023584,-0.046689716625561595
0.6878594462794284,0.04859274899765346
-0.9235031449745289,-0.022240320624566722
-0.5539259028714741,0.03410577904267847
0.5722265298107646,0.08008180728836785
1.1831581202431942,0.10288684728591803
-0.7856624481157671,0.0200643948761393
0.3529004079589084,0.06834993386406263
-0.6827311134339265,0.02831303198064367
1.3773722369157908,0.15204690536320808
0.8786986258558973,0.13195526477138078
1.670672038867135,0.1666385574934718
1.4322037673787549,0.1549798737192844
1.2718459837873415,0.14695080556513346
-1.1149427892879376,0.04451379087713417
0.17541307638880685,0.14133593032850522
-0.8974497151813383,0.0943704962183844
